probe,GSM972389,GSM972390,GSM972396,GSM972401,GSM972409,GSM972412,GSM972413,GSM972422,GSM972429,GSM972433,GSM972438,GSM972440,GSM972443,GSM972444,GSM972446,GSM972453,GSM972457,GSM972459,GSM972463,GSM972467,GSM972472,GSM972473,GSM972475,GSM972476,GSM972477,GSM972479,GSM972480,GSM972487,GSM972488,GSM972489,GSM972496,GSM972502,GSM972510,GSM972512,GSM972521
204088_at,8.44991080596686,8.04451602711536,8.52498548039719,8.32492419241519,8.2412668027049,7.90057212656476,7.63431940122639,8.13054176540982,7.92120506621488,7.76904930891446,7.21585471911151,7.46628710790613,7.2916153849613,8.18083353699821,7.51836347327743,7.40494252931533,7.96189656961617,7.58061626818465,8.3015446190301,7.34654647733488,7.92151434102312,8.7204967442839,8.70092751635874,7.23776200151036,7.21596010955996,8.33365584898983,8.30240676852285,8.22351741564534,8.15041283068836,8.25184984171961,7.82542214897624,8.03949187414396,7.75500655755684,7.60367610462906,7.63064348604986
240119_at,3.46684798623265,3.95996823285997,3.73215859993805,3.67523212952072,3.60642197632478,3.79051213865186,3.63023000929292,3.69710633966486,3.58542014714448,3.68132699815747,3.47652472853915,3.70657302648358,3.80868221207546,3.92533702481235,3.85664463724707,3.68422870268024,3.77102931063217,3.38620827952457,3.90623171261146,3.6397593659704,3.67837859958503,3.62915656560469,3.55163950364745,3.5703672893384,3.55566791415561,3.9499259667181,3.68670983174279,3.78546817203637,3.90560806855036,3.49965126146951,3.68615306008334,4.01495760672018,3.47720309702515,3.70521818857801,3.43574843510026
215246_at,4.0139135380316,4.21213249366682,4.55112218158443,4.15975169888113,4.0299184366076,3.9198130415106,4.24860094261157,4.09517433670149,3.9499487317092,4.00083004891008,4.35451941147473,3.82924366377153,4.05985541093146,4.54240050842035,3.94620350474728,4.24747495858514,3.79155029479629,4.08844228515135,4.22121928867665,3.6992718194936,3.76782118291058,4.1121909619578,4.3627402754919,4.20163073383876,4.54823040900731,3.91095357441743,3.9850480176756,3.9707158852323,3.71053694871901,4.0569298910706,4.27770076548349,4.06723561583939,4.60609417874594,4.1671744069532,4.02333357205502
1561728_a_at,3.35867671102217,3.29345576734295,3.21349845953012,3.02620778738661,3.45222190003404,3.5009284457613,3.14263815113928,2.9248243064095,3.12111529524807,3.10446663503654,3.04753811724659,3.0828214074289,2.99804508017606,2.63474665020143,3.25203725648157,3.05533966425074,3.58066704820776,3.32442778755042,3.28952679406733,3.08959413564571,3.56464548566067,3.4916681623716,3.43174779205518,3.33997082260663,3.1714770797378,3.26997890087224,3.26127141359006,3.16662638927642,3.23573176539786,2.7530773286753,3.28242669013204,3.36755751543033,3.08423440622806,3.23066189820218,3.1280910810389
208564_at,4.75012438072647,5.3374757881308,4.79064257114749,4.65699402484271,4.46246978947469,4.6376635327306,4.62186820519439,5.48545543831563,4.54715297532556,4.78381165852142,4.46191795046939,4.69576508254839,5.08904705174689,4.62488019650985,4.97676931602365,5.13580232959458,5.02292208278638,4.59410805740597,5.05445715787528,4.46022011516135,4.88017509571283,4.7633095930738,4.77379627106076,4.94032306375562,4.89659958268869,4.4581314415381,4.55765432488754,4.59121347017581,4.48540493402242,5.02395212035656,4.96931918933028,5.11669223399221,4.76487774750731,4.61128751192992,4.68231346296921
220109_at,2.26496565697477,2.54312931399018,2.3100050051561,2.2724502957145,2.46481582135502,2.23202484000729,2.37374412048907,2.48654057052926,2.62783007551386,2.39311911905047,2.31762904343565,2.36178527278938,2.42874588195455,2.42530752944373,2.63883731387955,2.37420458905094,2.25193091667707,2.49728807781821,2.35830525394393,2.27601099439491,2.3319016478367,2.68878377062196,2.61002590874006,2.34729628601883,2.47146159618552,2.28826548342814,2.41387097304336,2.40510096126343,2.5163186544569,2.38605808796173,2.59111653391497,2.65820639313275,2.42421147688365,2.32157400953692,2.33873936792065
243991_at,2.60385598729471,2.66722502129703,2.3427819417504,2.49373964866416,2.50364980662527,2.33497396328561,2.49073520696542,2.6546959767571,2.59863601498617,2.28849197468763,2.32864606500992,2.42437343759129,2.48488809623507,2.45672692034832,2.39464190584993,2.30799640759308,2.65071110070062,2.48323961649471,2.61331035117767,2.5880262174618,2.62489538848806,2.67254316970763,2.50907226549749,2.34554282711019,2.42579523090489,2.34310109922074,2.44794727085132,2.52377425364715,2.40144318616253,2.42999013914986,2.69453754469794,2.43605494364889,2.39946662509258,2.52253872805805,2.39727343772575
219540_at,7.33152345821964,5.41840759708455,7.01567742749667,7.44272024339233,5.27522917412675,6.49192212510961,7.75013601889857,5.80084020267229,5.20508015425113,7.22107882014459,7.00150292735704,7.45055318820178,5.96370379792124,6.64902690043096,6.1267073223173,6.58364276987024,7.1116110074906,6.21353278727149,6.05939279570631,5.47295651636536,7.73341892405584,6.30828667308917,6.43296198295886,6.56605495582323,6.63428210017957,7.30866980065469,6.67957000136347,6.11028038655092,6.80642771729277,6.74401504924663,5.96458927447163,5.86056917238703,6.58036166845489,6.55025155116696,6.85045183673591
231982_at,5.78438289047774,8.52897459504645,6.15345285311388,5.3162713659048,5.33426889736618,8.72276400090098,5.26354156564881,5.6387507321119,6.78067745857449,5.18373063030524,5.21774608156755,5.42537171401645,7.64510671249707,7.2308121500874,6.15970361940325,6.38669848988659,6.07574700439462,7.69978618697446,6.99973473610873,6.46622858932401,5.89061939983989,6.63234563117356,7.05266475251644,4.61742166601479,7.66322055027894,4.37856223679511,7.26320910184768,9.05108513359144,6.44405364584145,5.79175849423784,6.40898208990664,7.2999074977358704,6.28286275822108,6.33701790920565,6.44736797645718
1552299_at,4.83273758504407,3.92822023165364,3.90482485297962,3.60557364041751,3.856914159276,3.93073608191148,4.03620280240902,4.13970175453879,4.10808954829362,3.30504463091916,4.46610417846168,3.88748601038453,3.9677098351053,3.42590139741132,3.85961001824372,4.27904936769287,4.54208006000353,3.3574940933151,4.02181668645777,3.25455697902092,4.91772101616346,4.2722048964367,4.26601720651109,4.32718141129371,4.29864647270754,3.36968891680686,4.36934861064734,4.69757649030158,4.81035178627091,4.80383043133998,4.8283234253787,3.89502479313265,4.45788118511017,3.5462936207734,4.04240265137885
204978_at,7.10507154300439,7.34699898784208,7.04914793827087,7.57947874933792,7.08385949723469,7.39989089946875,7.16707184640802,7.43403557009359,7.52346847043377,7.02250868135791,7.10499360680242,7.5306564784077,7.69640509692491,6.97296684685865,7.50695303600835,7.54164451533012,7.52111644738113,8.10024205919076,7.45903211857606,7.7879437897909,7.40306421385373,7.0967548987089,7.43230427848447,7.45011591662358,7.30639194733743,7.26182556793775,7.3335423642652096,7.0271339199256,7.25513820778103,7.47996386603056,7.38767267619644,7.74267154705066,7.54800720081941,7.75797534446888,7.70602748863046
230904_at,3.23301308932395,2.96530867164949,3.09969828387094,3.1607106718595,2.80695245517199,3.62639941886954,3.4092447105156,3.08672187530771,2.58032383632186,3.087293590119,3.2441250327188502,3.19625613034306,3.04810883997772,3.88676695298376,2.96284809608869,3.44671235501449,2.95105299223856,3.04103639134212,3.09270490056304,2.87006598167449,3.67658213450099,3.18324097179576,2.60808086454708,2.81742508623873,2.65367495412065,3.03931307346623,2.85423399684785,2.94214288067782,3.50824428133309,3.1028406983595,3.0063987856718,2.89913641210763,3.01035091311349,3.53853660035936,3.65274800133867
1563601_at,2.91105337162108,2.98993149841673,3.15736681358171,2.9889632547159,2.81519747201826,2.96754646081848,2.98150153272639,3.01328207854301,2.80306541048415,3.17360392297993,3.38695035452602,3.51556213673075,2.97870560435305,2.90818852856156,2.94908180109057,3.3973478338363,3.08670744279648,3.11133338220821,2.86025235859521,3.08021418444672,3.20854045397681,2.9722424967211,3.37516991819611,3.15258866830907,3.45291845806683,3.03147548803318,2.81522318963962,2.84466992105109,2.91346222361709,2.9889948165558202,3.10401758969699,3.25914262402534,3.16983372526174,3.29329887983685,3.46826257611814
234532_at,2.99185371394226,3.04933351759492,2.91264382559727,2.82395345575649,2.73626787544055,2.70972307217577,2.70770937205746,3.25635656177775,3.03359022321115,2.75582481210504,3.03892329516508,2.7617514384234,2.73900345345557,2.9579142418021,2.68150284517548,2.7409439035657,3.00738965628181,2.89527509594853,2.64392359148363,2.92029170654098,2.78905985729192,2.73554770788042,3.33339774392857,2.72086092166579,2.98795660020356,3.25931740216463,2.86635454904727,2.62219122967705,2.71049975778963,2.81049111071504,2.8512131200627,2.91673620118589,2.63857321365497,2.96417440404188,2.74636875469855
242406_at,2.61584283871465,2.86533429495645,2.94256789588722,3.02805428109508,2.90832288809353,2.9721477907732,2.87314056322161,2.69494265936849,3.06633602972895,2.80621652307841,2.56277757760472,2.72730272927012,2.86855974149265,2.95078366519916,2.71294889817123,2.83879620065532,2.81040133342632,2.75327348927593,2.68938244559597,2.78610962105584,2.52954738490712,3.08837196976557,2.89827950840739,2.78192193606205,3.25780895180523,3.04793437028496,2.94440468145882,2.88732298955449,2.46228395844675,2.9124498185414,2.7849232239159,3.01108400189278,2.97499833864312,2.71817371740965,2.80103215936995
219217_at,8.68368223193025,7.5976466405042,8.45834457087607,7.82710796131282,8.13370666007756,7.43190835272809,7.87389278241218,8.11698878501241,8.31439384933127,8.27067880103795,7.7900503745397,8.38178960206594,8.33057116935058,7.51011928596637,7.91135096176883,8.94561072807991,8.27545834464081,8.72094166207767,8.4680960254755,7.68031739734447,7.77398485834911,8.37943868109749,8.32589575129792,8.52498285456113,8.32183232394865,6.9419230740449,8.68082449757242,8.30487922846133,8.50287489234191,8.45121844327278,8.76334410738594,7.42585100311995,8.69822378703649,8.00683846719284,8.10479300202574
202024_at,8.00492849098958,8.7821284906154,7.88036500856166,8.19052054944931,8.49610570263517,7.70873379654968,7.62060975271133,8.66735546153209,8.79294314938478,7.90865084446805,7.73362066153022,8.00112932479697,7.9590881831032,8.60141277545331,8.71619098997427,8.50775177580291,7.8711007654042104,7.47877463386714,7.92159350078431,7.82444185978088,8.30092951744338,8.39754602112999,8.838845023206,8.10088242391011,8.71442350445375,7.81801626009119,8.52986068729681,8.36899855813159,8.31053982591349,8.14559523891533,8.01698678385343,8.94037002213324,7.78853285849005,7.89451485477452,8.23671324927739
233550_s_at,5.27321592412207,5.98882798746058,5.30444216226539,5.24307445367508,5.32256254693077,5.46858858515389,5.43637985962426,5.20946917610742,6.08750673708924,5.22473087914298,5.54996315047938,5.39062265339558,5.92256393526743,5.52790086201393,5.47931118614499,5.11773441430925,4.9697120381993,5.703568319097,5.72397037223106,4.96948432866961,5.78606439791076,5.22137443863043,6.17449421085555,5.57730720316529,5.43301570561897,6.98937323976375,5.4501319236777,5.45108656180879,5.26251168323563,5.33129988547575,5.27946509192469,6.36092563954783,5.11023780780776,5.35600637631252,5.37610481514557
233791_at,2.64706836488068,2.73376101599097,2.70646988393376,2.75362307414824,2.75801648534665,2.8159348077151,2.70242001502377,2.98348817385928,2.95567601617488,2.67275505923889,2.67366310770178,2.64381290924892,2.91018178148758,2.80035901504423,2.57616650041202,2.65838756087423,3.24647206493301,2.79687432121866,2.75866975753709,2.8063948219477,2.78936174327554,2.88967116258455,2.87430371087093,2.68884806625926,3.00799442894507,2.88814707258965,2.8937981190891,3.00338549028183,2.84689121639099,2.70940650325256,2.80073153632481,2.93667359597488,3.03167040891487,2.6097988274216,2.83568167030664
202852_s_at,7.41100830443409,7.24719316394987,7.66027910843782,7.80936387527453,7.80482265652157,7.40006858776366,7.36108400104553,7.9167261802469,8.22161507905783,7.46968266956414,7.6584395096367,7.21379228608489,7.62420575468479,8.22912886763942,8.04041204189622,7.67258416837255,7.57329243617076,8.00555138555294,7.46871745363928,6.91703792729836,7.77409573388699,8.06512758028701,7.81049715349846,6.65724907332527,8.31727384521648,7.15001904606661,7.95042327070577,8.10424047726274,8.37921352283749,7.66099372089814,7.67240849293686,8.27022200838257,7.59946411301184,7.69021287286084,7.65079476854559
1561605_at,3.03063732542584,3.33395117012122,3.18531762457087,3.00247709039929,3.14335275843094,2.9295978473929,2.83862023172498,3.39145885207595,3.20116911941745,3.07161622479246,2.92492873842394,2.75685256007903,3.11246314808806,3.17371266714176,3.10267031405859,3.40094473063365,3.00276359020656,3.22981695382087,3.07465334380681,2.99648224233696,3.02620956553844,3.08156674105459,2.99243311150911,3.04968628342252,2.81235640311939,3.04147037542851,3.39204311200728,2.92338189531824,2.90255468587408,3.27905738520095,3.23566350203543,3.46365707911056,2.91449168566079,3.07964289207983,2.90243631489223
224252_s_at,7.05118590101747,8.51370208377319,8.19926221791365,9.40734368686475,9.13890667901767,7.91019099235927,8.07839118340149,8.93482930595842,8.24273844625593,8.77164372841938,8.64840230718116,8.1861401691198,9.50082652559587,9.6548605748509,7.71575045805124,8.22548603980505,8.80352499901528,9.3372128992711,8.72515985379623,7.63311171088659,9.0587418052273,8.45558521246649,8.79504745943854,7.22931575532383,7.71790984429605,8.85903239977211,8.46438185503677,7.36449196618685,8.5102016262441,8.36963678193979,7.97274959010085,9.05080482793556,8.38478499109099,9.17657352008632,9.29400880340578
212506_at,9.75736045033491,9.10961846221197,9.5469103222621,10.3616020957604,9.81754426084588,9.72208639353861,10.1486831103149,9.73731394831868,9.10278009275857,10.043920576906,10.2319214538189,10.3215747838074,9.6367522585615,10.0556054855413,10.183186436143,9.56711046856989,9.34638427980659,9.29515554277689,9.59587855318669,10.2484330819722,9.61367565058028,8.89552305199395,9.42166846684182,10.112017793895,9.50134376387988,10.4557180702631,9.52841420535575,9.88881131268639,9.64651309240119,9.67820419918853,9.33574077577817,8.71245949663645,9.79019103625682,9.78857462686992,9.80557564707547
230640_at,5.5333554134465,5.32822055293137,4.55462025658955,6.46531363240083,5.49067107142877,5.2500764861934,5.81862100532654,5.36203669504419,5.04189938514866,5.60440122646649,5.82132276056997,5.24620379090318,4.54812166914936,6.9400878011343,5.23749972963527,4.79032280953967,4.79851511685336,5.13207990707166,4.90294525934035,6.34325521357167,4.85714896046271,5.25361498423364,4.69202912650206,5.49326811975583,5.02801202227653,5.78998081866768,4.375787065345,5.08347742699274,5.22083033982998,4.92434348702941,4.61554118864658,4.91436673249167,5.07748353342489,4.97806023991804,5.42553005510008
1570115_at,2.41678724169262,2.5651319830466,2.49370026922713,2.37875712782186,2.48700105769148,2.48437090786344,2.43095988220012,2.63438037777249,2.38272706821255,2.52059340719458,2.49272869895505,2.47583348250647,2.44157072443174,2.62217500804251,2.42539041583884,2.77072794718632,2.39620263184224,2.48247812655164,2.57888450106013,2.42055497752496,2.46183001238282,2.62702251538584,2.32664716846296,2.40385927744227,2.57036644568708,2.70140694940213,2.67827369594649,2.50670525654558,2.37280342782396,2.6021461021124,2.52361239308837,2.71215084570379,2.65032926940464,2.44800014569023,2.52704823202146
210342_s_at,3.7765930357604,3.8752469964998,3.43297434103111,3.39296222496407,3.41172110602978,3.26584612102197,3.17233854879272,3.52559463664919,3.88677007325046,3.60189556661063,3.42502649226546,3.23726494894866,3.4126415827945,4.18946483958317,3.80821466898335,3.56504969669212,3.18073198906387,3.67054774411427,3.58178438042915,4.26610636990709,3.43621091690206,3.22977099717429,3.57575784031686,3.78543695454367,3.89707251215268,3.43575356631351,3.3992022896841,3.17201822944931,3.42383719486121,3.37981742354782,3.64115793424805,4.01697808953595,3.20845498103945,3.39353021958564,3.22094845318844
